venta_id,fecha,ciudad,sucursal,categoria,producto,proveedor,vendedor,cantidad,precio_unitario,descuento_pct,precio_final,total_venta,metodo_pago,devolucion,costo_unitario,margen_pct
V02804,2024-11-28,San Quintín,San Quintín-Central,Electrónica,Cargadores,Distribuidora BC,Vendedor_01,9,7664.99,0,7664.99,68984.91,Vale Despensa,Duplicado,3625.14,25.0
V02805,2024-11-11,Ensenada,Ensenada-Centro,Farmacia,Termómetros,Proveedor Norte SA,Vendedor_27,6,4303.83,20,3443.06,20658.36,Efectivo,Duplicado,2927.59,40.3
V02806,2025-02-27,Tijuana,Tijuana-La Mesa,Hogar,Almohadas,Comercial Baja,Vendedor_30,13,958.14,0,958.14,12455.82,Tarjeta Crédito,Duplicado,576.59,50.2
V02807,2024-12-12,Mexicali,Mexicali-Centro,Ferretería,Brochas,Abastos del Pacífico,Vendedor_03,13,4801.88,0,4801.88,62424.44,Tarjeta Crédito,Defecto de fábrica,2686.38,29.0
V02808,2024-03-24,Tijuana,Tijuana-Garita,Electrónica,Celulares,Proveedor Norte SA,Vendedor_01,7,2581.45,0,2581.45,18070.15,Tarjeta Crédito,No,1653.12,22.5
V02809,2024-04-25,Tecate,Tecate-Centro,Ferretería,Selladores,Proveedor Norte SA,Vendedor_18,5,6324.16,5,6007.95,30039.75,Transferencia,No cumplió expectativas,4250.73,25.6
V02810,2025-02-08,San Quintín,San Quintín-Central,Ropa,Ropa Interior,Comercial Baja,Vendedor_17,20,341.66,25,256.25,5125.0,Tarjeta Crédito,No,167.75,52.3
V02811,2024-09-20,San Quintín,San Quintín-Central,Alimentos,Bebidas,Proveedor Norte SA,Vendedor_21,5,2262.2,10,2035.98,10179.9,Transferencia,No,1144.02,34.5
V02812,2025-01-12,Mexicali,Mexicali-Nueva,Ferretería,Selladores,Surtimax,Vendedor_24,19,588.45,15,500.18,9503.42,Vale Despensa,No cumplió expectativas,369.06,39.0
V02813,2025-05-30,Tecate,Tecate-Centro,Farmacia,Termómetros,Importaciones Mex,Vendedor_01,16,5595.36,5,5315.59,85049.44,Tarjeta Crédito,No cumplió expectativas,2957.7,34.1
V02814,2024-04-12,Tecate,Tecate-Centro,Hogar,Cortinas,Surtimax,Vendedor_19,10,3504.66,25,2628.49,26284.9,Tarjeta Débito,Defecto de fábrica,2107.39,44.2
V02815,2024-02-27,Rosarito,Rosarito-Principal,Alimentos,Snacks,Surtimax,Vendedor_26,19,6186.45,5,5877.13,111665.47,Transferencia,Duplicado,3931.6,50.0
V02816,2024-01-16,Rosarito,Rosarito-Principal,Ferretería,Selladores,Abastos del Pacífico,Vendedor_07,14,4970.83,20,3976.66,55673.24,Tarjeta Crédito,No,2618.7,33.7
V02817,2024-02-28,Tecate,Tecate-Centro,Hogar,Decoración,Logística Frontera,Vendedor_05,3,6769.82,0,6769.82,20309.46,Transferencia,Talla incorrecta,3326.0,20.5
V02818,2024-12-19,Ensenada,Ensenada-Maneadero,Electrónica,Televisores,Logística Frontera,Vendedor_02,9,7017.77,0,7017.77,63159.93,Vale Despensa,No,3770.37,46.4
V02819,2024-10-10,San Quintín,San Quintín-Central,Alimentos,Cereales,Comercial Baja,Vendedor_25,6,3019.33,15,2566.43,15398.58,Transferencia,Duplicado,1935.23,52.8
V02820,2025-04-14,Ensenada,Ensenada-Centro,Hogar,Almohadas,Comercial Baja,Vendedor_29,11,7373.13,15,6267.16,68938.76,Tarjeta Crédito,Duplicado,4350.39,45.0
V02821,2024-12-04,San Quintín,San Quintín-Central,Farmacia,Higiene,Logística Frontera,Vendedor_14,6,2675.55,0,2675.55,16053.3,Transferencia,No,1734.5,48.8
V02822,2025-05-06,Tijuana,Tijuana-Garita,Farmacia,Termómetros,Mayoreo TJ,Vendedor_20,6,6453.21,0,6453.21,38719.26,Tarjeta Crédito,No,3811.6,45.4
V02823,2024-09-17,Tecate,Tecate-Centro,Ropa,Zapatos,Proveedor Norte SA,Vendedor_05,16,6302.98,20,5042.38,80678.08,Efectivo,No,4128.35,41.6
V02824,2024-12-16,Ensenada,Ensenada-Maneadero,Electrónica,Cámaras,Distribuidora BC,Vendedor_05,3,57.33,10,51.6,154.8,Tarjeta Crédito,No,27.86,37.6
V02825,2024-07-25,Ensenada,Ensenada-Maneadero,Alimentos,Carnes Frías,Comercial Baja,Vendedor_13,3,6705.39,15,5699.58,17098.74,Tarjeta Débito,No,3576.84,39.6
V02826,2024-10-04,Tecate,Tecate-Centro,Alimentos,Lácteos,Surtimax,Vendedor_05,1,5797.98,0,5797.98,5797.98,Efectivo,Defecto de fábrica,3185.81,24.8
V02827,2025-05-22,Ensenada,Ensenada-Maneadero,Electrónica,Laptops,Comercial Baja,Vendedor_05,17,4241.32,25,3180.99,54076.83,Vale Despensa,Duplicado,2098.98,30.3
V02828,2024-04-14,Ensenada,Ensenada-Centro,Farmacia,Cuidado Personal,Distribuidora BC,Vendedor_16,10,5547.77,0,5547.77,55477.7,Efectivo,No,3612.22,47.2
V02829,2024-10-15,Tijuana,Tijuana-Otay,Ropa,Zapatos,Logística Frontera,Vendedor_08,10,536.18,15,455.75,4557.5,Transferencia,Talla incorrecta,328.77,49.6
V02830,2024-08-15,Tijuana,Tijuana-Otay,Farmacia,Medicamentos,Proveedor Norte SA,Vendedor_24,3,5062.17,5,4809.06,14427.18,Tarjeta Débito,No,3143.8,17.7
V02831,2025-04-13,Rosarito,Rosarito-Principal,Hogar,Cortinas,Comercial Baja,Vendedor_08,16,5812.69,20,4650.15,74402.4,Transferencia,No,3112.79,53.2
V02832,2024-09-13,Tecate,Tecate-Centro,Alimentos,Conservas,Distribuidora BC,Vendedor_20,7,2425.42,0,2425.42,16977.94,Tarjeta Crédito,No,1580.11,42.8
V02833,2025-01-25,Mexicali,Mexicali-Baja,Farmacia,Vitaminas,Importaciones Mex,Vendedor_19,5,907.64,0,907.64,4538.2,Tarjeta Crédito,No,492.73,24.4
V02834,2024-03-25,Tijuana,Tijuana-Zona Río,Ferretería,Tornillería,Surtimax,Vendedor_22,7,1577.52,5,1498.64,10490.48,Efectivo,Duplicado,832.66,41.2
V02835,2024-09-13,Ensenada,Ensenada-Maneadero,Farmacia,Medicamentos,Abastos del Pacífico,Vendedor_05,13,3742.85,0,3742.85,48657.05,Transferencia,Defecto de fábrica,1697.57,32.6
V02836,2025-05-03,San Quintín,San Quintín-Central,Alimentos,Bebidas,Mayoreo TJ,Vendedor_04,10,5983.48,10,5385.13,53851.3,Transferencia,No,4127.38,37.5
V02837,2024-02-25,Mexicali,Mexicali-Nueva,Alimentos,Lácteos,Logística Frontera,Vendedor_02,8,3652.67,25,2739.5,21916.0,Transferencia,No cumplió expectativas,2161.27,48.0
V02838,2024-07-30,Mexicali,Mexicali-Baja,Ropa,Camisas,Comercial Baja,Vendedor_25,17,1303.58,15,1108.04,18836.68,Efectivo,No,639.02,36.8
V02839,2025-01-01,Rosarito,Rosarito-Principal,Ferretería,Pinturas,Abastos del Pacífico,Vendedor_22,20,4754.34,10,4278.91,85578.2,Tarjeta Crédito,Talla incorrecta,2882.25,17.7
V02840,2025-03-18,San Quintín,San Quintín-Central,Alimentos,Cereales,Surtimax,Vendedor_05,10,5271.65,10,4744.48,47444.8,Tarjeta Débito,Cambio de opinión,3459.08,15.2
V02841,2025-01-19,Ensenada,Ensenada-Centro,Alimentos,Lácteos,Surtimax,Vendedor_11,17,2460.11,0,2460.11,41821.87,Tarjeta Crédito,No,1410.7,15.4
V02842,2024-05-07,Tijuana,Tijuana-Zona Río,Ferretería,Brochas,Abastos del Pacífico,Vendedor_15,2,6108.63,15,5192.34,10384.68,Efectivo,Cambio de opinión,3892.13,39.6
V02843,2024-05-11,Mexicali,Mexicali-Baja,Hogar,Cobijas,Proveedor Norte SA,Vendedor_02,2,6082.22,15,5169.89,10339.78,Tarjeta Crédito,No,3749.74,33.5
V02844,2024-09-11,San Quintín,San Quintín-Central,Farmacia,Termómetros,Abastos del Pacífico,Vendedor_04,2,1968.44,20,1574.75,3149.5,Tarjeta Débito,Talla incorrecta,1212.37,15.5
V02845,2025-05-07,Tecate,Tecate-Centro,Farmacia,Vitaminas,Mayoreo TJ,Vendedor_16,12,3113.46,10,2802.11,33625.32,Tarjeta Crédito,No,1625.68,22.2
V02846,2024-12-29,Rosarito,Rosarito-Principal,Ropa,Calcetines,Abastos del Pacífico,Vendedor_30,3,3944.59,15,3352.9,10058.7,Transferencia,Defecto de fábrica,2288.92,35.3
V02847,2025-03-01,Ensenada,Ensenada-Maneadero,Farmacia,Termómetros,Distribuidora BC,Vendedor_28,12,923.0,15,784.55,9414.6,Transferencia,No,511.02,54.4
V02848,2024-09-13,Ensenada,Ensenada-Centro,Ferretería,Plomería,Proveedor Norte SA,Vendedor_11,13,3393.59,5,3223.91,41910.83,Vale Despensa,No,2275.92,27.5
V02849,2024-07-11,San Quintín,San Quintín-Central,Electrónica,Laptops,Mayoreo TJ,Vendedor_09,14,1791.71,15,1522.95,21321.3,Tarjeta Crédito,No cumplió expectativas,1223.34,35.4
V02850,2024-05-28,Ensenada,Ensenada-Maneadero,Ferretería,Selladores,Comercial Baja,Vendedor_28,3,585.64,0,585.64,1756.92,Tarjeta Crédito,No,345.24,45.4
V02851,2024-03-28,Tecate,Tecate-Centro,Ferretería,Electricidad,Abastos del Pacífico,Vendedor_30,7,4228.48,20,3382.78,23679.46,Tarjeta Débito,No,1964.61,21.5
V02852,2024-12-21,San Quintín,San Quintín-Central,Alimentos,Carnes Frías,Distribuidora BC,Vendedor_14,6,3140.02,0,3140.02,18840.12,Tarjeta Crédito,No,1517.53,15.2
V02853,2025-05-14,Tijuana,Tijuana-Otay,Hogar,Utensilios,Importaciones Mex,Vendedor_04,4,3272.66,0,3272.66,13090.64,Vale Despensa,No,1546.72,48.0
V02854,2024-08-19,Tecate,Tecate-Centro,Hogar,Muebles,Proveedor Norte SA,Vendedor_14,12,6703.0,15,5697.55,68370.6,Tarjeta Débito,No,3307.56,15.5
V02855,2025-04-10,Mexicali,Mexicali-Baja,Hogar,Cortinas,Abastos del Pacífico,Vendedor_20,16,1688.38,15,1435.12,22961.92,Tarjeta Crédito,No,829.92,39.3
V02856,2024-06-12,Ensenada,Ensenada-Centro,Electrónica,Audífonos,Importaciones Mex,Vendedor_01,7,7044.99,0,7044.99,49314.93,Tarjeta Débito,No,4495.4,27.3
V02857,2024-11-28,Rosarito,Rosarito-Principal,Farmacia,Termómetros,Importaciones Mex,Vendedor_26,7,2471.62,20,1977.3,13841.1,Tarjeta Crédito,No cumplió expectativas,1630.68,18.2
V02858,2024-12-03,Rosarito,Rosarito-Principal,Electrónica,Tabletas,Abastos del Pacífico,Vendedor_05,14,6686.7,0,6686.7,93613.8,Efectivo,No,3948.8,23.0
V02859,2024-03-21,San Quintín,San Quintín-Central,Farmacia,Vitaminas,Comercial Baja,Vendedor_26,17,796.4,0,796.4,13538.8,Vale Despensa,No,364.36,52.6
V02860,2024-11-07,San Quintín,San Quintín-Central,Hogar,Almohadas,Mayoreo TJ,Vendedor_17,20,3176.29,20,2541.03,50820.6,Efectivo,No,1945.51,21.3
V02861,2024-02-20,Ensenada,Ensenada-Maneadero,Alimentos,Snacks,Logística Frontera,Vendedor_01,20,1580.33,25,1185.25,23705.0,Tarjeta Débito,No cumplió expectativas,904.96,23.7
V02862,2024-12-17,San Quintín,San Quintín-Central,Farmacia,Vitaminas,Comercial Baja,Vendedor_23,9,5298.2,0,5298.2,47683.8,Tarjeta Crédito,No cumplió expectativas,2933.28,48.2
V02863,2025-04-10,Rosarito,Rosarito-Principal,Electrónica,Tabletas,Proveedor Norte SA,Vendedor_15,17,483.39,20,386.71,6574.07,Efectivo,No,232.73,49.3
V02864,2024-03-14,Tecate,Tecate-Centro,Ropa,Chamarras,Surtimax,Vendedor_06,18,6801.26,10,6121.13,110180.34,Vale Despensa,No,4686.41,24.5
V02865,2025-04-23,Rosarito,Rosarito-Principal,Electrónica,Laptops,Comercial Baja,Vendedor_14,19,2657.65,10,2391.89,45445.91,Tarjeta Crédito,No,1577.54,24.8
V02866,2024-06-19,San Quintín,San Quintín-Central,Hogar,Decoración,Abastos del Pacífico,Vendedor_04,5,3551.68,15,3018.93,15094.65,Vale Despensa,No cumplió expectativas,2180.3,41.3
V02867,2024-10-30,San Quintín,San Quintín-Central,Ropa,Chamarras,Logística Frontera,Vendedor_24,19,4517.1,10,4065.39,77242.41,Tarjeta Crédito,Duplicado,2549.92,48.3
V02868,2024-12-14,Tecate,Tecate-Centro,Electrónica,Tabletas,Proveedor Norte SA,Vendedor_23,11,7352.53,20,5882.02,64702.22,Vale Despensa,Defecto de fábrica,4872.55,42.9
V02869,2024-08-01,Rosarito,Rosarito-Principal,Farmacia,Anteojos,Surtimax,Vendedor_30,5,5971.27,5,5672.71,28363.55,Vale Despensa,No,3816.56,30.3
V02870,2025-03-01,Tijuana,Tijuana-Garita,Ferretería,Electricidad,Distribuidora BC,Vendedor_18,1,741.33,25,556.0,556.0,Tarjeta Crédito,No,458.02,31.4
V02871,2024-01-01,San Quintín,San Quintín-Central,Ferretería,Herramientas,Proveedor Norte SA,Vendedor_29,5,7962.2,25,5971.65,29858.25,Tarjeta Débito,No cumplió expectativas,5427.07,43.5
V02872,2025-05-03,Rosarito,Rosarito-Principal,Electrónica,Celulares,Importaciones Mex,Vendedor_15,13,140.68,20,112.54,1463.02,Tarjeta Débito,No,96.52,23.0
V02873,2025-03-06,Tecate,Tecate-Centro,Alimentos,Panadería,Proveedor Norte SA,Vendedor_15,12,4051.13,20,3240.9,38890.8,Efectivo,No,2409.72,42.9
V02874,2025-02-21,Ensenada,Ensenada-Maneadero,Farmacia,Bebés,Comercial Baja,Vendedor_02,7,3948.55,10,3553.7,24875.9,Tarjeta Crédito,No,2034.13,47.7
V02875,2024-12-15,Mexicali,Mexicali-Nueva,Ropa,Pantalones,Abastos del Pacífico,Vendedor_29,19,3170.14,0,3170.14,60232.66,Vale Despensa,Cambio de opinión,1944.72,34.8
V02876,2024-05-07,Mexicali,Mexicali-Nueva,Farmacia,Medicamentos,Mayoreo TJ,Vendedor_11,18,6052.67,20,4842.14,87158.52,Tarjeta Débito,Defecto de fábrica,4208.15,20.5
V02877,2024-02-19,Rosarito,Rosarito-Principal,Hogar,Almohadas,Surtimax,Vendedor_17,16,1065.85,10,959.26,15348.16,Efectivo,Defecto de fábrica,561.13,49.0
V02878,2024-02-11,Ensenada,Ensenada-Maneadero,Electrónica,Cargadores,Distribuidora BC,Vendedor_30,1,4886.75,25,3665.06,3665.06,Vale Despensa,Defecto de fábrica,3019.43,53.6
V02879,2024-11-12,Tijuana,Tijuana-La Mesa,Ropa,Ropa Interior,Logística Frontera,Vendedor_08,8,2098.18,25,1573.63,12589.04,Transferencia,No,1339.29,24.3
V02880,2024-11-21,Rosarito,Rosarito-Principal,Ferretería,Electricidad,Abastos del Pacífico,Vendedor_16,19,881.84,0,881.84,16754.96,Efectivo,No,512.28,20.7
V02881,2025-01-02,Mexicali,Mexicali-Centro,Alimentos,Panadería,Distribuidora BC,Vendedor_03,6,1050.53,10,945.48,5672.88,Vale Despensa,Talla incorrecta,645.08,22.9
V02882,2024-10-16,Ensenada,Ensenada-Maneadero,Farmacia,Medicamentos,Mayoreo TJ,Vendedor_11,19,4643.7,0,4643.7,88230.3,Vale Despensa,Talla incorrecta,2610.32,40.0
V02883,2025-04-03,Rosarito,Rosarito-Principal,Farmacia,Cuidado Personal,Comercial Baja,Vendedor_13,8,6094.64,0,6094.64,48757.12,Transferencia,No,2797.86,40.3
V02884,2024-11-13,Mexicali,Mexicali-Nueva,Ferretería,Adhesivos,Importaciones Mex,Vendedor_19,7,7175.37,0,7175.37,50227.59,Vale Despensa,Defecto de fábrica,4696.47,33.8
V02885,2024-04-12,Mexicali,Mexicali-Nueva,Hogar,Utensilios,Importaciones Mex,Vendedor_14,1,2357.06,5,2239.21,2239.21,Tarjeta Débito,No,1155.6,45.2
V02886,2025-01-26,San Quintín,San Quintín-Central,Farmacia,Termómetros,Mayoreo TJ,Vendedor_29,13,5659.87,0,5659.87,73578.31,Efectivo,Duplicado,3214.7,28.9
V02887,2024-03-20,Ensenada,Ensenada-Centro,Ferretería,Adhesivos,Abastos del Pacífico,Vendedor_02,4,981.9,5,932.8,3731.2,Tarjeta Crédito,No,549.3,33.0
V02888,2024-08-21,Tecate,Tecate-Centro,Electrónica,Celulares,Mayoreo TJ,Vendedor_17,2,7900.93,0,7900.93,15801.86,Transferencia,Defecto de fábrica,4186.68,32.5
V02889,2025-03-03,Tijuana,Tijuana-Playas,Ferretería,Tornillería,Abastos del Pacífico,Vendedor_15,7,1943.91,0,1943.91,13607.37,Transferencia,Defecto de fábrica,1132.26,19.4
V02890,2024-11-27,San Quintín,San Quintín-Central,Alimentos,Condimentos,Comercial Baja,Vendedor_03,13,5316.0,0,5316.0,69108.0,Tarjeta Débito,No,3619.44,26.3
V02891,2024-08-22,Tecate,Tecate-Centro,Alimentos,Conservas,Surtimax,Vendedor_25,11,803.22,10,722.9,7951.9,Tarjeta Débito,No,432.82,43.8
V02892,2025-01-09,Ensenada,Ensenada-Centro,Alimentos,Lácteos,Distribuidora BC,Vendedor_27,4,5776.39,0,5776.39,23105.56,Efectivo,Talla incorrecta,3053.8,32.3
V02893,2024-10-20,Mexicali,Mexicali-Centro,Ferretería,Adhesivos,Comercial Baja,Vendedor_02,14,642.81,25,482.11,6749.54,Tarjeta Crédito,No,298.95,31.5
V02894,2024-08-16,Rosarito,Rosarito-Principal,Ferretería,Plomería,Abastos del Pacífico,Vendedor_11,3,4056.84,5,3854.0,11562.0,Efectivo,Cambio de opinión,2005.58,34.4
V02895,2025-01-20,Rosarito,Rosarito-Principal,Electrónica,Tabletas,Importaciones Mex,Vendedor_28,12,7377.83,10,6640.05,79680.6,Tarjeta Débito,Duplicado,4753.95,38.1
V02896,2024-02-24,Mexicali,Mexicali-Baja,Ferretería,Adhesivos,Distribuidora BC,Vendedor_11,15,1150.33,15,977.78,14666.7,Tarjeta Crédito,No,725.42,49.1
V02897,2024-06-19,San Quintín,San Quintín-Central,Hogar,Cojines,Mayoreo TJ,Vendedor_15,7,4306.55,0,4306.55,30145.85,Efectivo,Cambio de opinión,2344.42,41.6
V02898,2025-05-07,San Quintín,San Quintín-Central,Ropa,Calcetines,Mayoreo TJ,Vendedor_29,9,4661.04,25,3495.78,31462.02,Tarjeta Débito,No,2834.61,16.0
V02899,2025-02-27,San Quintín,San Quintín-Central,Farmacia,Primeros Auxilios,Distribuidora BC,Vendedor_19,6,3783.19,25,2837.39,17024.34,Tarjeta Débito,No,2570.68,46.9
V02900,2024-05-22,Mexicali,Mexicali-Centro,Farmacia,Primeros Auxilios,Proveedor Norte SA,Vendedor_28,8,767.7,0,767.7,6141.6,Transferencia,No,381.05,24.6
V02901,2024-12-15,Rosarito,Rosarito-Principal,Farmacia,Vitaminas,Logística Frontera,Vendedor_03,9,7295.92,15,6201.53,55813.77,Vale Despensa,No,4401.11,27.7
V02902,2024-12-21,Rosarito,Rosarito-Principal,Electrónica,Audífonos,Importaciones Mex,Vendedor_01,8,6138.29,0,6138.29,49106.32,Tarjeta Débito,No,4150.37,21.3
V02903,2024-01-10,Mexicali,Mexicali-Baja,Hogar,Cojines,Comercial Baja,Vendedor_19,20,2644.75,10,2380.28,47605.6,Vale Despensa,Cambio de opinión,1819.07,29.4
V02904,2024-05-31,Tijuana,Tijuana-La Mesa,Ferretería,Selladores,Proveedor Norte SA,Vendedor_17,7,5251.24,0,5251.24,36758.68,Transferencia,No,2589.67,36.6
V02905,2025-03-24,Rosarito,Rosarito-Principal,Hogar,Utensilios,Proveedor Norte SA,Vendedor_22,10,7685.3,5,7301.03,73010.3,Vale Despensa,No,5041.57,52.7
V02906,2024-10-23,Mexicali,Mexicali-Centro,Electrónica,Celulares,Comercial Baja,Vendedor_30,6,6815.75,25,5111.81,30670.86,Tarjeta Débito,No,3736.62,18.1
V02907,2024-06-10,Mexicali,Mexicali-Centro,Electrónica,Audífonos,Mayoreo TJ,Vendedor_17,16,3130.19,0,3130.19,50083.04,Efectivo,No,1592.97,23.3
V02908,2024-10-15,Tecate,Tecate-Centro,Ferretería,Herramientas,Distribuidora BC,Vendedor_21,16,4148.76,10,3733.88,59742.08,Efectivo,No,2316.16,54.9
V02909,2024-04-10,Ensenada,Ensenada-Centro,Farmacia,Medicamentos,Abastos del Pacífico,Vendedor_08,2,1868.47,0,1868.47,3736.94,Transferencia,No,1042.39,54.4
V02910,2024-10-24,Mexicali,Mexicali-Nueva,Alimentos,Conservas,Surtimax,Vendedor_15,3,6704.83,10,6034.35,18103.05,Vale Despensa,Defecto de fábrica,4548.87,49.1
V02911,2024-11-15,Tecate,Tecate-Centro,Ropa,Ropa Interior,Abastos del Pacífico,Vendedor_03,1,653.82,0,653.82,653.82,Efectivo,No,356.77,54.3
V02912,2024-10-30,Tecate,Tecate-Centro,Farmacia,Medicamentos,Proveedor Norte SA,Vendedor_21,1,1502.12,20,1201.7,1201.7,Efectivo,No,842.01,39.5
V02913,2024-11-15,Ensenada,Ensenada-Centro,Ferretería,Pinturas,Distribuidora BC,Vendedor_01,5,7276.66,20,5821.33,29106.65,Transferencia,Cambio de opinión,3981.9,34.7
V02914,2024-03-18,Rosarito,Rosarito-Principal,Alimentos,Condimentos,Surtimax,Vendedor_02,5,6995.44,5,6645.67,33228.35,Tarjeta Débito,No,4741.47,26.0
V02915,2025-04-16,Mexicali,Mexicali-Nueva,Ferretería,Plomería,Distribuidora BC,Vendedor_21,1,2805.03,10,2524.53,2524.53,Efectivo,Talla incorrecta,1744.04,45.2
V02916,2024-02-01,Rosarito,Rosarito-Principal,Electrónica,Celulares,Abastos del Pacífico,Vendedor_15,12,1988.87,0,1988.87,23866.44,Efectivo,No,1020.58,28.6
V02917,2025-04-11,Mexicali,Mexicali-Nueva,Ropa,Pantalones,Surtimax,Vendedor_12,9,4021.95,0,4021.95,36197.55,Tarjeta Crédito,No,2549.46,17.6
V02918,2024-03-14,Rosarito,Rosarito-Principal,Alimentos,Lácteos,Mayoreo TJ,Vendedor_02,17,1295.08,0,1295.08,22016.36,Vale Despensa,No,772.68,55.0
V02919,2024-06-10,Ensenada,Ensenada-Centro,Electrónica,Cámaras,Abastos del Pacífico,Vendedor_06,4,6989.87,0,6989.87,27959.48,Tarjeta Crédito,No,4831.5,49.0
V02920,2024-03-05,Tijuana,Tijuana-La Mesa,Farmacia,Cuidado Personal,Logística Frontera,Vendedor_08,9,7895.47,0,7895.47,71059.23,Efectivo,Duplicado,4040.63,53.6
V02921,2024-09-02,Mexicali,Mexicali-Baja,Electrónica,Celulares,Importaciones Mex,Vendedor_17,5,3916.43,20,3133.14,15665.7,Tarjeta Crédito,No,2051.9,45.3
V02922,2024-09-29,San Quintín,San Quintín-Central,Hogar,Almohadas,Surtimax,Vendedor_24,20,2870.5,5,2726.97,54539.4,Vale Despensa,No cumplió expectativas,1305.47,24.0
V02923,2025-02-25,Tijuana,Tijuana-Zona Río,Hogar,Utensilios,Mayoreo TJ,Vendedor_19,18,6577.99,10,5920.19,106563.42,Efectivo,Duplicado,3807.57,47.5
V02924,2024-01-29,Ensenada,Ensenada-Centro,Alimentos,Condimentos,Distribuidora BC,Vendedor_18,19,5303.29,15,4507.8,85648.2,Tarjeta Débito,No,3594.71,33.7
V02925,2025-04-26,Mexicali,Mexicali-Centro,Electrónica,Televisores,Importaciones Mex,Vendedor_19,9,3892.25,10,3503.03,31527.27,Efectivo,No,2424.69,33.9
V02926,2025-02-07,Tecate,Tecate-Centro,Farmacia,Medicamentos,Logística Frontera,Vendedor_30,12,285.02,10,256.52,3078.24,Vale Despensa,No,156.49,42.0
V02927,2025-01-21,Tecate,Tecate-Centro,Hogar,Utensilios,Comercial Baja,Vendedor_05,13,6256.83,20,5005.46,65070.98,Tarjeta Débito,Defecto de fábrica,3431.49,44.2
V02928,2024-01-02,Ensenada,Ensenada-Maneadero,Alimentos,Bebidas,Abastos del Pacífico,Vendedor_17,18,1226.44,0,1226.44,22075.92,Vale Despensa,Duplicado,616.5,40.6
V02929,2024-09-09,Ensenada,Ensenada-Centro,Ferretería,Electricidad,Distribuidora BC,Vendedor_13,19,87.74,5,83.35,1583.65,Efectivo,No,42.48,39.3
V02930,2024-10-23,San Quintín,San Quintín-Central,Hogar,Cortinas,Proveedor Norte SA,Vendedor_07,14,3019.07,20,2415.26,33813.64,Efectivo,No,1681.13,31.0
V02931,2024-12-12,Rosarito,Rosarito-Principal,Hogar,Decoración,Comercial Baja,Vendedor_13,8,1238.28,0,1238.28,9906.24,Tarjeta Crédito,Duplicado,605.75,48.2
V02932,2025-01-10,Rosarito,Rosarito-Principal,Ferretería,Plomería,Abastos del Pacífico,Vendedor_02,8,140.82,15,119.7,957.6,Vale Despensa,No cumplió expectativas,86.37,54.3
V02933,2024-04-05,Mexicali,Mexicali-Centro,Ferretería,Brochas,Logística Frontera,Vendedor_20,1,7043.33,10,6339.0,6339.0,Vale Despensa,Talla incorrecta,4030.26,43.8
V02934,2024-02-07,Tecate,Tecate-Centro,Alimentos,Condimentos,Proveedor Norte SA,Vendedor_19,15,1653.56,25,1240.17,18602.55,Transferencia,Cambio de opinión,933.77,17.7
V02935,2025-01-29,Ensenada,Ensenada-Maneadero,Hogar,Decoración,Proveedor Norte SA,Vendedor_22,8,4620.96,25,3465.72,27725.76,Tarjeta Débito,Talla incorrecta,2972.8,25.0
V02936,2024-01-21,Ensenada,Ensenada-Maneadero,Ropa,Calcetines,Distribuidora BC,Vendedor_23,2,4354.41,0,4354.41,8708.82,Transferencia,Cambio de opinión,3011.48,27.6
V02937,2025-05-29,Rosarito,Rosarito-Principal,Ropa,Camisas,Comercial Baja,Vendedor_22,4,3816.72,0,3816.72,15266.88,Transferencia,No,2482.66,42.1
V02938,2025-02-24,Tecate,Tecate-Centro,Hogar,Decoración,Logística Frontera,Vendedor_25,8,4075.09,0,4075.09,32600.72,Efectivo,Duplicado,1954.73,25.5
V02939,2025-01-29,Ensenada,Ensenada-Maneadero,Ferretería,Selladores,Comercial Baja,Vendedor_23,5,3621.57,0,3621.57,18107.85,Tarjeta Débito,No,2126.96,17.7
V02940,2024-09-21,Mexicali,Mexicali-Nueva,Electrónica,Celulares,Distribuidora BC,Vendedor_20,6,6803.49,15,5782.97,34697.82,Transferencia,No,3105.51,36.2
V02941,2024-08-20,Tijuana,Tijuana-Playas,Farmacia,Bebés,Logística Frontera,Vendedor_07,15,7011.56,5,6660.98,99914.7,Transferencia,Defecto de fábrica,4731.4,23.1
V02942,2024-05-06,Rosarito,Rosarito-Principal,Alimentos,Cereales,Logística Frontera,Vendedor_09,16,7769.0,0,7769.0,124304.0,Vale Despensa,No,4875.02,48.9
V02943,2025-03-31,Ensenada,Ensenada-Maneadero,Electrónica,Televisores,Abastos del Pacífico,Vendedor_02,2,519.92,10,467.93,935.86,Tarjeta Débito,No,264.96,49.5
V02944,2025-05-12,Tijuana,Tijuana-Garita,Farmacia,Anteojos,Abastos del Pacífico,Vendedor_17,15,2533.17,0,2533.17,37997.55,Tarjeta Débito,No cumplió expectativas,1251.68,37.5
V02945,2024-09-21,San Quintín,San Quintín-Central,Farmacia,Primeros Auxilios,Comercial Baja,Vendedor_19,9,1273.26,5,1209.6,10886.4,Vale Despensa,No,620.46,49.6
V02946,2024-10-09,Tijuana,Tijuana-Zona Río,Hogar,Cojines,Surtimax,Vendedor_17,11,6508.96,20,5207.17,57278.87,Transferencia,No,4289.92,43.1
V02947,2024-07-11,San Quintín,San Quintín-Central,Farmacia,Termómetros,Mayoreo TJ,Vendedor_12,11,7282.8,0,7282.8,80110.8,Vale Despensa,No,3377.66,32.2
